Function / Call Stack,Effective Time,Spin Time,Overhead Time,Module,Function (Full),Source File,Start Address
for_backspace,6.11773,0,0,Simulation2015_x64.exe,for_backspace,[Unknown],0x140052090
PACKAGE_MATRIX_mp_LOCALNODE_TO_GLOBALNODE_SCALAR,5.93718,0,0,Simulation2015_x64.exe,PACKAGE_MATRIX_mp_LOCALNODE_TO_GLOBALNODE_SCALAR,Package_Matrix.f90,0x1405d2ab0
RtlFreeHeap,5.86957,0,0,ntdll.dll,RtlFreeHeap,[Unknown],0x180026690
CLASS_GWZBUDGET_mp_PRINTRESULTS,5.72182,0,0,Simulation2015_x64.exe,CLASS_GWZBUDGET_mp_PRINTRESULTS,Class_GWZBudget.f90,0x1408a68f0
PACKAGE_MATRIX_mp_CONVERTTOCRSFORMAT,5.66146,0,0,Simulation2015_x64.exe,PACKAGE_MATRIX_mp_CONVERTTOCRSFORMAT,Package_Matrix.f90,0x1408fe0b0
memcpy,5.3399,0,0,Simulation2015_x64.exe,memcpy,memcpy.asm,0x140943320
WriteFile,4.78233,0,0,KERNELBASE.dll,WriteFile,[Unknown],0x1800426b0
CLASS_APPGW_mp_SIMULATE,4.47276,0,0,Simulation2015_x64.exe,CLASS_APPGW_mp_SIMULATE,Class_AppGW.f90,0x1409039e0
GMRES,4.31549,0,0,Simulation2015_x64.exe,GMRES,pgmres.f,0x140900670
RAINFALLRUNOFF_mp_SCSMETHOD_HELP,4.13501,0,0,Simulation2015_x64.exe,RAINFALLRUNOFF_mp_SCSMETHOD_HELP,RainfallRunoff.f90,0x1404e53e0
log,4.04832,0,0,Simulation2015_x64.exe,log,[Unknown],0x1400b1000
exp,4.01311,0,0,Simulation2015_x64.exe,exp,[Unknown],0x1400b1020
CLASS_APPSUBSIDENCE_mp_SIMULATE,3.95633,0,0,Simulation2015_x64.exe,CLASS_APPSUBSIDENCE_mp_SIMULATE,Class_AppSubsidence.f90,0x14090a740
CLASS_APPGW_mp_GETSUPPLY,3.64485,0,0,Simulation2015_x64.exe,CLASS_APPGW_mp_GETSUPPLY,Class_AppGW.f90,0x140912d10
func@0x180028840,3.57734,0.0148926,0,ntdll.dll,func@0x180028840,[Unknown],0x180028840
CLASS_STRMGWCONNECTOR_V42_mp_STRMGWCONNECTOR_V42_GETFLOWATGWNODE,3.1088,0,0,Simulation2015_x64.exe,CLASS_STRMGWCONNECTOR_V42_mp_STRMGWCONNECTOR_V42_GETFLOWATGWNODE,Class_StrmGWConnector_v42.f90,0x140421570
CLASS_NATIVERIPARIANLANDUSEGW_mp_NATIVERIPARIANLANDUSE_SIMULATE,3.09331,0,0,Simulation2015_x64.exe,CLASS_NATIVERIPARIANLANDUSEGW_mp_NATIVERIPARIANLANDUSE_SIMULATE,Class_NativeRiparianLandUseGW.f90,0x14056dc10
PACKAGE_APPUNSATZONE_mp_SIMULATE,3.05485,0,0,Simulation2015_x64.exe,PACKAGE_APPUNSATZONE_mp_SIMULATE,Package_AppUnsatZone.f90,0x140914f30
CLASS_APPGW_mp_APPLYVERTICALFLOWS,3.02959,0,0,Simulation2015_x64.exe,CLASS_APPGW_mp_APPLYVERTICALFLOWS,Class_AppGW.f90,0x14090ae20
CLASS_URBANLANDUSEGW_mp_URBANLANDUSE_SIMULATE,2.86389,0,0,Simulation2015_x64.exe,CLASS_URBANLANDUSEGW_mp_URBANLANDUSE_SIMULATE,Class_UrbanLandUseGW.f90,0x14056bc10
PACKAGE_APPSMALLWATERSHED_mp_GETNETBCFLOWWITHBCTYPE,2.6738,0,0,Simulation2015_x64.exe,PACKAGE_APPSMALLWATERSHED_mp_GETNETBCFLOWWITHBCTYPE,Package_AppSmallWatershed.f90,0x140449eb0
_libm_exp_e7,2.40886,0,0,Simulation2015_x64.exe,_libm_exp_e7,[Unknown],0x1400b4bb0
PACKAGE_MODEL_mp_CONVERGENCE,2.26287,0,0,Simulation2015_x64.exe,PACKAGE_MODEL_mp_CONVERGENCE,Package_Model.f90,0x1408f69c0
cvtas_t_to_a,2.18909,0,0,Simulation2015_x64.exe,cvtas_t_to_a,[Unknown],0x1400a1b80
