"Function / Call Stack","CPU Time","Module","Function (Full)","Source File","Start Address"
"ROOTZONE_V41_mp_ROOTZONE_V41_GETFLOWSTOSTREAMS","7.64101","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_GETFLOWSTOSTREAMS","RootZone_v41.f90","0x1404bfde0"
"RtlFreeHeap","7.01669","ntdll.dll","RtlFreeHeap","[Unknown]","0x180026730"
"ROOTZONE_V41_mp_COMPUTEUPSTRMELEMRUNOFFTOLANDUSE","6.98291","Simulation2015_x64.exe","ROOTZONE_V41_mp_COMPUTEUPSTRMELEMRUNOFFTOLANDUSE","RootZone_v41.f90","0x1404fe260"
"_intel_avx_rep_memset","6.73901","Simulation2015_x64.exe","_intel_avx_rep_memset","[Unknown]","0x1400c0100"
"GMRES","6.67505","Simulation2015_x64.exe","GMRES","pgmres.f","0x1409018e0"
"CLASS_GWZBUDGET_mp_PRINTRESULTS","6.5368","Simulation2015_x64.exe","CLASS_GWZBUDGET_mp_PRINTRESULTS","Class_GWZBudget.f90","0x1408a7a90"
"CLASS_APPGW_mp_SIMULATE","6.50294","Simulation2015_x64.exe","CLASS_APPGW_mp_SIMULATE","Class_AppGW.f90","0x140904c50"
"UNSATZONEOPS_mp_DKUNSAT","4.82575","Simulation2015_x64.exe","UNSATZONEOPS_mp_DKUNSAT","UnsatZoneOps.f90","0x140505440"
"PACKAGE_MATRIX_mp_CONVERTTOCRSFORMAT","4.58231","Simulation2015_x64.exe","PACKAGE_MATRIX_mp_CONVERTTOCRSFORMAT","Package_Matrix.f90","0x1408ff320"
"memcpy","4.14387","Simulation2015_x64.exe","memcpy","memcpy.asm","0x140942950"
"CLASS_BASEROOTZONE_mp_TRACKMOISTUREDUETOSOURCE","3.6819","Simulation2015_x64.exe","CLASS_BASEROOTZONE_mp_TRACKMOISTUREDUETOSOURCE","Class_BaseRootZone.f90","0x140505740"
"CLASS_APPSUBSIDENCE_mp_SIMULATE","3.28055","Simulation2015_x64.exe","CLASS_APPSUBSIDENCE_mp_SIMULATE","Class_AppSubsidence.f90","0x14090b970"
"PROCESSFLOWTYPES_ip_ADDFLOWTYPETOELEMENTS_BYELEMENT","2.7163","Simulation2015_x64.exe","PROCESSFLOWTYPES_ip_ADDFLOWTYPETOELEMENTS_BYELEMENT","Class_GWZBudget.f90","0x14035c580"
"CLASS_NATIVERIPARIANLANDUSEGW_mp_NATIVERIPARIANLANDUSE_SIMULATE","2.66449","Simulation2015_x64.exe","CLASS_NATIVERIPARIANLANDUSEGW_mp_NATIVERIPARIANLANDUSE_SIMULATE","Class_NativeRiparianLandUseGW.f90","0x140501c60"
"PACKAGE_MATRIX_mp_LOCALNODE_TO_GLOBALNODE_SCALAR","2.57721","Simulation2015_x64.exe","PACKAGE_MATRIX_mp_LOCALNODE_TO_GLOBALNODE_SCALAR","Package_Matrix.f90","0x140693c10"
"_intel_avx_rep_memcpy","2.30498","Simulation2015_x64.exe","_intel_avx_rep_memcpy","[Unknown]","0x1400bc300"
"func@0x1800288e0","2.29151","ntdll.dll","func@0x1800288e0","[Unknown]","0x1800288e0"
"PACKAGE_APPUNSATZONE_mp_SIMULATE","2.16461","Simulation2015_x64.exe","PACKAGE_APPUNSATZONE_mp_SIMULATE","Package_AppUnsatZone.f90","0x140915190"
"exp","2.0962","Simulation2015_x64.exe","exp","[Unknown]","0x1400b1020"
"CLASS_APPGW_mp_GETSUPPLY","2.05849","Simulation2015_x64.exe","CLASS_APPGW_mp_GETSUPPLY","Class_AppGW.f90","0x140913200"
"PROCESSFLOWTYPES_ip_ADDFLOWTYPETOELEMENTS_BYNODE","2.04391","Simulation2015_x64.exe","PROCESSFLOWTYPES_ip_ADDFLOWTYPETOELEMENTS_BYNODE","Class_GWZBudget.f90","0x14035c3e0"
"CLASS_APPGW_mp_APPLYVERTICALFLOWS","2.02076","Simulation2015_x64.exe","CLASS_APPGW_mp_APPLYVERTICALFLOWS","Class_AppGW.f90","0x14090c050"
"ROOTZONE_V41_mp_ROOTZONE_V41_ADVANCESTATE","1.98167","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_ADVANCESTATE","RootZone_v41.f90","0x1405067d0"
"PROCESSFLOWTYPES_ip_COMPILEFLOWTYPEELEMENTS","1.97077","Simulation2015_x64.exe","PROCESSFLOWTYPES_ip_COMPILEFLOWTYPEELEMENTS","Class_GWZBudget.f90","0x14035c950"
"RAINFALLRUNOFF_mp_SCSMETHOD_HELP","1.94426","Simulation2015_x64.exe","RAINFALLRUNOFF_mp_SCSMETHOD_HELP","RainfallRunoff.f90","0x140505690"
"CLASS_URBANLANDUSEGW_mp_URBANLANDUSE_SIMULATE","1.86029","Simulation2015_x64.exe","CLASS_URBANLANDUSEGW_mp_URBANLANDUSE_SIMULATE","Class_UrbanLandUseGW.f90","0x1404ffc60"
"log","1.77472","Simulation2015_x64.exe","log","[Unknown]","0x1400b1000"
"DISTDOT","1.55959","Simulation2015_x64.exe","DISTDOT","pgmres.f","0x1403e1ca0"
"intel_fast_memcmp","1.47678","Simulation2015_x64.exe","intel_fast_memcmp","[Unknown]","0x1400b86c0"
"WriteFile","1.46364","KERNELBASE.dll","WriteFile","[Unknown]","0x1800429c0"
"CLASS_APPGW_mp_APPLYCHANGEINSTORAGE","1.46009","Simulation2015_x64.exe","CLASS_APPGW_mp_APPLYCHANGEINSTORAGE","Class_AppGW.f90","0x140909070"
"_libm_exp_e7","1.33936","Simulation2015_x64.exe","_libm_exp_e7","[Unknown]","0x1400b4bb0"
"CLASS_PUMPING_mp_DISTRIBUTEPUMPTONODES","1.20912","Simulation2015_x64.exe","CLASS_PUMPING_mp_DISTRIBUTEPUMPTONODES","Class_Pumping.f90","0x140699550"
"CLASS_APPGW_mp_GETPUMPACTUAL","1.11299","Simulation2015_x64.exe","CLASS_APPGW_mp_GETPUMPACTUAL","Class_AppGW.f90","0x1408fc5b0"
"cvtas_t_to_a","1.07709","Simulation2015_x64.exe","cvtas_t_to_a","[Unknown]","0x1400a1b80"
"CLASS_GRID_mp_FEINTERPOLATE","1.06039","Simulation2015_x64.exe","CLASS_GRID_mp_FEINTERPOLATE","Class_Grid.f90","0x1402f37c0"
"PACKAGE_MODEL_mp_CONVERGENCE","1.04773","Simulation2015_x64.exe","PACKAGE_MODEL_mp_CONVERGENCE","Package_Model.f90","0x1408f7c30"
"CLASS_NONPONDEDAGLANDUSEGW_mp_NONPONDEDAGLANDUSE_COMPUTEWATERDEMAND","0.94358","Simulation2015_x64.exe","CLASS_NONPONDEDAGLANDUSEGW_mp_NONPONDEDAGLANDUSE_COMPUTEWATERDEMAND","Class_NonPondedAgLandUseGW.f90","0x1404ecbc0"
"for__get_s","0.790566","Simulation2015_x64.exe","for__get_s","[Unknown]","0x14007c070"
"CLASS_APPGW_mp_GETPUMPINGATELEMENTLAYERNODE","0.777367","Simulation2015_x64.exe","CLASS_APPGW_mp_GETPUMPINGATELEMENTLAYERNODE","Class_AppGW.f90","0x1408b14d0"
"for__acquire_semaphore_threaded","0.774293","Simulation2015_x64.exe","for__acquire_semaphore_threaded","[Unknown]","0x140065780"
"FlsGetValue","0.769539","KERNELBASE.dll","FlsGetValue","[Unknown]","0x180057f80"
"for__interp_fmt","0.735475","Simulation2015_x64.exe","for__interp_fmt","[Unknown]","0x140085730"
"_chkstk","0.733632","Simulation2015_x64.exe","_chkstk","chkstk.asm","0x1409428f0"
"CLASS_APPGRID_mp_ELEMDATA_TO_NODEDATA","0.731048","Simulation2015_x64.exe","CLASS_APPGRID_mp_ELEMDATA_TO_NODEDATA","Class_AppGrid.f90","0x140907200"
"ROOTZONE_V41_mp_REGIONALMOISTSTORAGE","0.695498","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALMOISTSTORAGE","RootZone_v41.f90","0x1404e4d30"
"RtlRestoreLastWin32Error","0.682164","ntdll.dll","RtlRestoreLastWin32Error","[Unknown]","0x180041690"
"CLASS_GWZBUDGET_mp_COMPUTEFACEFLOWATNODE","0.670759","Simulation2015_x64.exe","CLASS_GWZBUDGET_mp_COMPUTEFACEFLOWATNODE","Class_GWZBudget.f90","0x1408b4d60"
"cvt_ieee_t_to_text_ex","0.657874","Simulation2015_x64.exe","cvt_ieee_t_to_text_ex","[Unknown]","0x1400934c0"
"ROOTZONE_V41_mp_ROOTZONE_V41_GETELEMENTWATERDEMAND_AG","0.638316","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_GETELEMENTWATERDEMAND_AG","RootZone_v41.f90","0x1404b8730"
"ReadFile","0.609415","KERNELBASE.dll","ReadFile","[Unknown]","0x180042f60"
"for_read_seq_fmt_xmit","0.608717","Simulation2015_x64.exe","for_read_seq_fmt_xmit","[Unknown]","0x1400588a0"
"ROOTZONE_V41_mp_REGIONALDEMAND","0.575619","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALDEMAND","RootZone_v41.f90","0x1404f4600"
"ROOTZONE_V41_mp_REGIONALSOILMCHANGE","0.553484","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALSOILMCHANGE","RootZone_v41.f90","0x1406f46f0"
"ROOTZONE_V41_mp_REGIONALINFILTRATION","0.547977","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALINFILTRATION","RootZone_v41.f90","0x1406f3570"
"ROOTZONE_V41_mp_REGIONALREUSE","0.542739","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALREUSE","RootZone_v41.f90","0x1406eda70"
"ROOTZONE_V41_mp_ZEROREDISTRIBUTEDMOIST","0.529555","Simulation2015_x64.exe","ROOTZONE_V41_mp_ZEROREDISTRIBUTEDMOIST","RootZone_v41.f90","0x1404d8080"
"VERTICALFLOW_mp_VERTICALFLOW_COMPUTEATNODESLAYER","0.527538","Simulation2015_x64.exe","VERTICALFLOW_mp_VERTICALFLOW_COMPUTEATNODESLAYER","VerticalFlow.f90","0x1408ba8d0"
"getptd_noexit","0.508358","Simulation2015_x64.exe","getptd_noexit","tidtable.c","0x14094830c"
"ROOTZONE_V41_mp_REGIONALRUNOFF","0.480639","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALRUNOFF","RootZone_v41.f90","0x1406f5750"
"PACKAGE_MATRIX_mp_UPDATERHS_RANDOM","0.465948","Simulation2015_x64.exe","PACKAGE_MATRIX_mp_UPDATERHS_RANDOM","Package_Matrix.f90","0x14090dee0"
"ROOTZONE_V41_mp_REGIONALPERC","0.463008","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALPERC","RootZone_v41.f90","0x1406f07d0"
"CLASS_BASEROOTZONE_mp_COMPUTEREGIONALETPOT_MULTIPLELUPERELEM","0.444141","Simulation2015_x64.exe","CLASS_BASEROOTZONE_mp_COMPUTEREGIONALETPOT_MULTIPLELUPERELEM","Class_BaseRootZone.f90","0x1404cef70"
"CLASS_STRATIGRAPHY_mp_GETLAYERNUMBERFORELEVATION","0.430549","Simulation2015_x64.exe","CLASS_STRATIGRAPHY_mp_GETLAYERNUMBERFORELEVATION","Class_Stratigraphy.f90","0x1402d74b0"
"cvtas_a_to_t","0.430131","Simulation2015_x64.exe","cvtas_a_to_t","[Unknown]","0x1400a73c0"
"CLASS_STRMGWCONNECTOR_V42_mp_STRMGWCONNECTOR_V42_SIMULATE","0.408547","Simulation2015_x64.exe","CLASS_STRMGWCONNECTOR_V42_mp_STRMGWCONNECTOR_V42_SIMULATE","Class_StrmGWConnector_v42.f90","0x140443a70"
"for__desc_ret_item","0.399568","Simulation2015_x64.exe","for__desc_ret_item","[Unknown]","0x140078f20"
"ROOTZONE_V41_mp_COMPUTEDEMANDSUPPLYRELATEDFRACS","0.39732","Simulation2015_x64.exe","ROOTZONE_V41_mp_COMPUTEDEMANDSUPPLYRELATEDFRACS","RootZone_v41.f90","0x1404f0360"
"ROOTZONE_V41_mp_REGIONALRETURN","0.39159","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALRETURN","RootZone_v41.f90","0x1406ec500"
"for_write_int_fmt_xmit","0.381932","Simulation2015_x64.exe","for_write_int_fmt_xmit","[Unknown]","0x14003f3a0"
"for__format_value","0.376517","Simulation2015_x64.exe","for__format_value","[Unknown]","0x140082eb0"
"CLASS_NONPONDEDAGLANDUSEGW_mp_NONPONDEDAGLANDUSE_READTSDATA","0.374743","Simulation2015_x64.exe","CLASS_NONPONDEDAGLANDUSEGW_mp_NONPONDEDAGLANDUSE_READTSDATA","Class_NonPondedAgLandUseGW.f90","0x1404d01c0"
"ROOTZONE_V41_mp_REGIONALPRECIP","0.362676","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALPRECIP","RootZone_v41.f90","0x1406f6e10"
"for__acquire_lun","0.356571","Simulation2015_x64.exe","for__acquire_lun","[Unknown]","0x140068940"
"ROOTZONE_V41_mp_REGIONALETA","0.341304","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALETA","RootZone_v41.f90","0x1406f1b70"
"CLASS_APPGW_mp_GETELEMENTSTORAGEATLAYER","0.336039","Simulation2015_x64.exe","CLASS_APPGW_mp_GETELEMENTSTORAGEATLAYER","Class_AppGW.f90","0x1408b36d0"
"CLASS_STRATIGRAPHY_mp_GETACTIVELAYERBELOW","0.32377","Simulation2015_x64.exe","CLASS_STRATIGRAPHY_mp_GETACTIVELAYERBELOW","Class_Stratigraphy.f90","0x140413fa0"
"ROOTZONE_V41_mp_REGIONALETAW","0.307929","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALETAW","RootZone_v41.f90","0x1406e2290"
"ROOTZONE_V41_mp_REGIONALLUAREA","0.30379","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALLUAREA","RootZone_v41.f90","0x1406db840"
"ROOTZONE_V41_mp_REGIONALAGRAWDEMAND","0.284946","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALAGRAWDEMAND","RootZone_v41.f90","0x1406deb80"
"CLASS_APPGW_mp_GETSUPPLYADJUSTDATA","0.280149","Simulation2015_x64.exe","CLASS_APPGW_mp_GETSUPPLYADJUSTDATA","Class_AppGW.f90","0x1408f55d0"
"PACKAGE_MODEL_mp_SIMULATEONETIMESTEP","0.272306","Simulation2015_x64.exe","PACKAGE_MODEL_mp_SIMULATEONETIMESTEP","Package_Model.f90","0x1408e3040"
"errno","0.270458","Simulation2015_x64.exe","errno","dosmap.c","0x140946014"
"ROOTZONE_V41_mp_ROOTZONE_V41_PRINTRESULTS","0.26691","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_PRINTRESULTS","RootZone_v41.f90","0x1406d6090"
"for_read_seq_fmt","0.266749","Simulation2015_x64.exe","for_read_seq_fmt","[Unknown]","0x140055fd0"
"memset","0.26205","Simulation2015_x64.exe","memset","memset.asm","0x1409432d0"
"ROOTZONE_V41_mp_REGIONALETOTH","0.25293","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALETOTH","RootZone_v41.f90","0x1406e06f0"
"ADDFLOWTYPETOELEMENTS_BYELEMENT","0.247387","Simulation2015_x64.exe","ADDFLOWTYPETOELEMENTS_BYELEMENT","Class_GWZBudget.f90","0x14035c790"
"CLASS_APPGW_mp_COMPUTEREGIONALSTORAGE","0.241836","Simulation2015_x64.exe","CLASS_APPGW_mp_COMPUTEREGIONALSTORAGE","Class_AppGW.f90","0x140325f10"
"func@0x1401e79f0","0.238573","Simulation2015_x64.exe","func@0x1401e79f0","[Unknown]","0x1401e79f0"
"GetLastError","0.237976","KERNELBASE.dll","GetLastError","[Unknown]","0x180013f80"
"for__release_lun","0.231371","Simulation2015_x64.exe","for__release_lun","[Unknown]","0x14006a350"
"for__cvt_value","0.22085","Simulation2015_x64.exe","for__cvt_value","[Unknown]","0x140083e00"
"malloc","0.217724","Simulation2015_x64.exe","malloc","malloc.c","0x140943200"
"ROOTZONE_V41_mp_REGIONALETP","0.217431","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALETP","RootZone_v41.f90","0x1406e14c0"
"CLASS_PAIREDDATA_mp_PAIREDDATA_INTERPOLATE","0.214524","Simulation2015_x64.exe","CLASS_PAIREDDATA_mp_PAIREDDATA_INTERPOLATE","Class_PairedData.f90","0x14047ba90"
"CLASS_BASEROOTZONE_mp_COMPUTEREGIONALETPOT_SINGLELUPERELEM","0.211738","Simulation2015_x64.exe","CLASS_BASEROOTZONE_mp_COMPUTEREGIONALETPOT_SINGLELUPERELEM","Class_BaseRootZone.f90","0x1404cf9c0"
"CLASS_PONDEDAGLANDUSEGW_mp_PONDEDAGLANDUSE_COMPUTEWATERDEMAND","0.203901","Simulation2015_x64.exe","CLASS_PONDEDAGLANDUSEGW_mp_PONDEDAGLANDUSE_COMPUTEWATERDEMAND","Class_PondedAgLandUseGW.f90","0x1404ef080"
"CLASS_APPSUBSIDENCE_mp_UPDATESUBSIDENCE","0.197028","Simulation2015_x64.exe","CLASS_APPSUBSIDENCE_mp_UPDATESUBSIDENCE","Class_AppSubsidence.f90","0x1409191f0"
"CLASS_APPSTREAM_V42_mp_APPSTREAM_V42_SIMULATE","0.195779","Simulation2015_x64.exe","CLASS_APPSTREAM_V42_mp_APPSTREAM_V42_SIMULATE","Class_AppStream_v42.f90","0x14073c330"
"CLASS_APPGW_mp_WRITEGWFLOWSTOBUDFILE","0.193066","Simulation2015_x64.exe","CLASS_APPGW_mp_WRITEGWFLOWSTOBUDFILE","Class_AppGW.f90","0x1408bb0f0"
"CLASS_PAIREDDATA_mp_PAIREDDATA_DERIVATIVE","0.189982","Simulation2015_x64.exe","CLASS_PAIREDDATA_mp_PAIREDDATA_DERIVATIVE","Class_PairedData.f90","0x14040e3d0"
"_crtFlsGetValue","0.181697","Simulation2015_x64.exe","_crtFlsGetValue","winapisupp.c","0x14094d368"
"SUPPLYDESTINATIONCONNECTOR_mp_SUPPLY_SETSUPPLYSPECS","0.177604","Simulation2015_x64.exe","SUPPLYDESTINATIONCONNECTOR_mp_SUPPLY_SETSUPPLYSPECS","SupplyDestinationConnector.f90","0x1408f7410"
"func@0x14002c870","0.171826","Simulation2015_x64.exe","func@0x14002c870","[Unknown]","0x14002c870"
"for_read_seq_lis_xmit","0.171484","Simulation2015_x64.exe","for_read_seq_lis_xmit","[Unknown]","0x1400298a0"
"for_dealloc_allocatable","0.171272","Simulation2015_x64.exe","for_dealloc_allocatable","[Unknown]","0x1400162d0"
"RtlAllocateHeap","0.170004","ntdll.dll","RtlAllocateHeap","[Unknown]","0x180028860"
"for_allocate","0.160554","Simulation2015_x64.exe","for_allocate","[Unknown]","0x140015d00"
"CreateFileW","0.159037","KERNELBASE.dll","CreateFileW","[Unknown]","0x180041b50"
"func@0x1401e5fa0","0.151904","Simulation2015_x64.exe","func@0x1401e5fa0","[Unknown]","0x1401e5fa0"
"CLASS_NONPONDEDAGLANDUSEGW_mp_NONPONDEDAGLANDUSE_NEW","0.15134","Simulation2015_x64.exe","CLASS_NONPONDEDAGLANDUSEGW_mp_NONPONDEDAGLANDUSE_NEW","Class_NonPondedAgLandUseGW.f90","0x140485fc0"
"CreateFileA","0.142434","KERNELBASE.dll","CreateFileA","[Unknown]","0x180041a70"
"PACKAGE_APPUNSATZONE_mp_UPDATESTORAGE","0.141559","Simulation2015_x64.exe","PACKAGE_APPUNSATZONE_mp_UPDATESTORAGE","Package_AppUnsatZone.f90","0x140917bf0"
"CLASS_PONDEDAGLANDUSEGW_mp_PONDEDAGLANDUSE_READTSDATA","0.136725","Simulation2015_x64.exe","CLASS_PONDEDAGLANDUSEGW_mp_PONDEDAGLANDUSE_READTSDATA","Class_PondedAgLandUseGW.f90","0x1404d1ea0"
"PACKAGE_APPPUMPING_mp_APPPUMPING_READTSDATA","0.135982","Simulation2015_x64.exe","PACKAGE_APPPUMPING_mp_APPPUMPING_READTSDATA","Package_AppPumping.f90","0x1408da5a0"
"ROOTZONE_V41_mp_REDISTRIBUTEMOIST","0.12735","Simulation2015_x64.exe","ROOTZONE_V41_mp_REDISTRIBUTEMOIST","RootZone_v41.f90","0x1404d8aa0"
"PACKAGE_APPPUMPING_mp_SIMULATE","0.124369","Simulation2015_x64.exe","PACKAGE_APPPUMPING_mp_SIMULATE","Package_AppPumping.f90","0x14090e2a0"
"CLASS_BASEAPPSTREAM_mp_GETELEMRECVLOSSES","0.123304","Simulation2015_x64.exe","CLASS_BASEAPPSTREAM_mp_GETELEMRECVLOSSES","Class_BaseAppStream.f90","0x1405c3290"
"LOCATEDATE_ip_GETTIMESTAMP","0.12018","Simulation2015_x64.exe","LOCATEDATE_ip_GETTIMESTAMP","Class_AsciiFileType.f90","0x140404f70"
"CLASS_STRMGWCONNECTOR_V42_mp_STRMGWCONNECTOR_V42_GETGWHEADSATSTRMNODES","0.118924","Simulation2015_x64.exe","CLASS_STRMGWCONNECTOR_V42_mp_STRMGWCONNECTOR_V42_GETGWHEADSATSTRMNODES","Class_StrmGWConnector_v42.f90","0x140441020"
"SetEndOfFile","0.118157","KERNELBASE.dll","SetEndOfFile","[Unknown]","0x180064ef0"
"aligned_malloc","0.117372","Simulation2015_x64.exe","aligned_malloc","align.c","0x140943fc8"
"GetLastError","0.117294","KERNEL32.DLL","GetLastError","[Unknown]","0x180006240"
"ROOTZONE_V41_mp_ROOTZONE_V41_SETSUPPLYTOELEM","0.116657","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_SETSUPPLYTOELEM","RootZone_v41.f90","0x1404c1bf0"
"ROOTZONE_V41_mp_ROOTZONE_V41_SETACTUALRIPARIANET_ATSTRMNODES","0.109965","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_SETACTUALRIPARIANET_ATSTRMNODES","RootZone_v41.f90","0x1404c1990"
"SetLastError","0.106726","KERNEL32.DLL","SetLastError","[Unknown]","0x1800064b0"
"for_write_seq_fmt_xmit","0.105973","Simulation2015_x64.exe","for_write_seq_fmt_xmit","[Unknown]","0x14005f550"
"CLASS_APPGW_mp_GETNODALPUMPACTUAL","0.103762","Simulation2015_x64.exe","CLASS_APPGW_mp_GETNODALPUMPACTUAL","Class_AppGW.f90","0x140898f80"
"ROOTZONE_V41_mp_REGIONALDRAIN","0.101393","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALDRAIN","RootZone_v41.f90","0x1406ea960"
"CLASS_APPDIVERBYPASS_mp_APPDIVERBYPASS_COMPUTEBYPASS","0.0989679","Simulation2015_x64.exe","CLASS_APPDIVERBYPASS_mp_APPDIVERBYPASS_COMPUTEBYPASS","Class_AppDiverBypass.f90","0x140693ca0"
"ROOTZONE_V41_mp_ROOTZONE_V41_ZEROSUPPLY","0.0967658","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_ZEROSUPPLY","RootZone_v41.f90","0x1405059a0"
"for_write_int_fmt","0.0951548","Simulation2015_x64.exe","for_write_int_fmt","[Unknown]","0x14003a230"
"CLASS_ASCIIFILETYPE_mp_READARRAYDATA_ASCIIINFILE","0.0936907","Simulation2015_x64.exe","CLASS_ASCIIFILETYPE_mp_READARRAYDATA_ASCIIINFILE","Class_AsciiFileType.f90","0x1403fcd00"
"FlsGetValue","0.0869226","KERNEL32.DLL","FlsGetValue","[Unknown]","0x180007350"
"intel_fast_memcpy","0.0868083","Simulation2015_x64.exe","intel_fast_memcpy","[Unknown]","0x1400b81a0"
"PACKAGE_APPPUMPING_mp_GETSUBREGIONALPUMPING","0.0841156","Simulation2015_x64.exe","PACKAGE_APPPUMPING_mp_GETSUBREGIONALPUMPING","Package_AppPumping.f90","0x1408c30e0"
"ROOTZONE_V41_mp_REGIONALPUMPING","0.0815298","Simulation2015_x64.exe","ROOTZONE_V41_mp_REGIONALPUMPING","RootZone_v41.f90","0x1406e3060"
"SUPPLYADJUSTMENT_mp_TAGADJUSTABLESUPPLIES","0.0792103","Simulation2015_x64.exe","SUPPLYADJUSTMENT_mp_TAGADJUSTABLESUPPLIES","SupplyAdjustment.f90","0x1408f26a0"
"func@0x14002bf00","0.0787068","Simulation2015_x64.exe","func@0x14002bf00","[Unknown]","0x14002bf00"
"H5SL_search","0.0771469","Simulation2015_x64.exe","H5SL_search","[Unknown]","0x1401a3050"
"free","0.0759368","Simulation2015_x64.exe","free","free.c","0x140943108"
"CLASS_BASEAPPSTREAM_mp_GETSUPPLY","0.0745316","Simulation2015_x64.exe","CLASS_BASEAPPSTREAM_mp_GETSUPPLY","Class_BaseAppStream.f90","0x1405c2c50"
"ROOTZONE_V41_mp_ROOTZONE_V41_GETWATERSUPPLY_AG","0.0741388","Simulation2015_x64.exe","ROOTZONE_V41_mp_ROOTZONE_V41_GETWATERSUPPLY_AG","RootZone_v41.f90","0x1404b4dc0"
